1454611.98547,1382198.22703,1323482.38279,,,,oa,oa-linear,sim
3759274.86332,3184854.4398,3035083.8432
5570257.03073,3970553.73297,3749935.70162
7672774.94379,4990597.2243,4591909.83363
9522454.4471,5893487.4062,5204709.24694
10917791.0776,6164074.55752,5399801.87308
