0,6.166641,0,7.21,0,21.230118
0,6.163315,0,7.21,0,21.437088
0.03876,6.159729,0,7.21,0,21.526184
0.655104,8.126205,0.457784,7.22,0.30964,21.362183
0.613736,6.977646,0.666272,7.22,0.623192,21.490295
0.88652,7.231201,0.645152,7.21,0.82868,21.227921
1.981728,6.719254,1.651872,7.22,2.003152,21.40155
1.756056,6.692032,1.526576,7.21,1.747064,21.347519
2.87836,6.860626,2.395424,7.22,2.571664,21.24649
5.381848,6.707504,3.775672,7.21,5.07832,21.340179
7.980184,8.05481,7.503536,7.21,7.36444,21.269363
6.346888,6.931946,7.049408,7.21,7.502576,22.573685
32.893824,7.330444,6.001304,7.22,5.888088,22.026184
118.606152,8.430695,100.896592,7.23,64.182016,21.815109
143.659288,8.851379,117.712632,7.22,130.71792,22.378372
110.009472,8.299622,149.528824,7.22,119.89392,22.59845
118.006712,8.510727,113.046904,7.23,126.361392,24.432541
53.527152,7.70079,86.694336,7.22,67.695552,22.421707
106.892816,7.869247,84.205072,7.22,99.871624,23.680161
86.003744,8.284271,83.129168,7.22,84.749152,24.412827
80.203152,7.64888,84.433824,7.22,82.776016,22.318054
76.412552,7.673325,70.698472,7.22,66.734136,23.222046
41.99492,7.208252,61.376408,7.22,55.451424,21.958572
71.324856,7.674744,52.586136,7.22,57.896992,21.952515
72.883568,8.470932,90.506672,7.22,75.948808,22.310318
43.644904,7.819809,49.322576,7.22,42.372896,22.737335
122.449512,7.771347,68.242368,7.22,107.448952,21.922394
37.425456,7.608337,98.657784,7.22,56.626048,23.175278
28.11768,6.857697,30.785752,7.22,29.970344,22.76329
181.203776,8.840469,127.074056,7.23,166.695472,21.884033
155.503656,8.927216,162.440896,7.24,161.656784,22.630646
155.121848,9.356339,140.86512,7.23,158.465936,23.533401
180.165944,10.004608,178.095928,7.23,161.40568,22.752853
238.74576,10.525818,222.63068,7.24,205.624904,22.943741
218.416848,10.685486,220.689672,7.24,235.828872,23.764847
238.620768,13.006012,242.731504,7.24,219.546712,23.368896
212.657344,10.86264,234.56068,7.24,239.787096,24.649521
243.830136,12.512115,260.087864,7.24,243.018488,23.362579
204.521704,11.021027,211.261968,7.24,197.95868,24.462265
185.537088,9.302002,189.563848,7.23,189.58256,23.57901
171.14952,12.652695,195.948528,7.24,190.617952,23.775986
183.284648,11.583359,180.374864,7.24,174.736392,23.801086
175.50976,9.806992,161.313176,7.24,168.8968,24.415085
193.711896,10.454468,187.500896,7.24,177.190568,24.196472
206.026312,9.973694,199.517928,7.24,201.505264,23.820572
156.989672,9.44519,168.276056,7.24,155.924512,23.946976
146.032712,8.940598,144.274672,7.23,154.428664,22.922684
139.615272,11.888596,144.049568,7.23,151.69056,23.545029
105.87496,10.413223,118.771672,7.23,138.490488,23.560028
